"","thread_post","user","date_proc","image","postnum","quote","join_date","likes","nonquote_image"
"2993","#35063","Backhand","Jun 5, 2018 at 4:38 PM",1,9357022,0,"May 30, 2018",NA,1
"2994","#35064","colabear","Jun 5, 2018 at 6:31 PM",1,9357181,0,"Nov 22, 2010",1,1
"2995","#35065","vacationson","Jun 6, 2018 at 1:05 AM",1,9357403,0,"Dec 23, 2011",9,1
"2996","#35066","chameshi_nampa","Jun 6, 2018 at 9:50 AM",0,9357842,1,"Jan 11, 2018",16,-1
"2997","#35067","0ldb0y","Jun 6, 2018 at 10:31 AM",1,9357897,0,"May 30, 2018",1,1
"2998","#35068","Spehsmonkey","Jun 6, 2018 at 11:11 AM",0,9357967,0,"Apr 21, 2014",20,0
"2999","#35069","gettoasty","Jun 6, 2018 at 12:13 PM",1,9358049,0,"Feb 8, 2010",3,1
"3000","#35070","Etini","Jun 6, 2018 at 12:14 PM",0,9358052,0,"Mar 20, 2018",23,0
"3001","#35071","kindofyoung","Jun 6, 2018 at 2:54 PM",1,9358255,1,"Jan 30, 2012",32,0
"3002","#35072","colabear","Jun 6, 2018 at 3:08 PM",0,9358269,0,"Nov 22, 2010",1,0
"3003","#35073","mythage","Jun 6, 2018 at 3:53 PM",1,9358310,0,"Dec 11, 2011",NA,1
"3004","#35074","RegisDB9","Jun 6, 2018 at 7:25 PM",0,9358581,1,"Oct 15, 2010",45,-1
"3005","#35075","Dirt","Jun 6, 2018 at 7:37 PM",0,9358595,1,"Mar 2, 2016",NA,-1
"3006","#35076","penanceroyaltea","Jun 6, 2018 at 7:41 PM",1,9358599,0,"Jan 27, 2012",1,1
"3007","#35077","Augans","Jun 6, 2018 at 8:18 PM",0,9358626,1,"Jun 6, 2018",29,-1
"3008","#35078","colabear","Jun 6, 2018 at 10:16 PM",0,9358726,1,"Nov 22, 2010",1,-1
"3009","#35079","vapahtaja","Jun 7, 2018 at 5:26 AM",1,9358951,0,"Apr 27, 2018",NA,1
"3010","#35080","conceptual 4est","Jun 7, 2018 at 7:31 AM",1,9359073,0,"Jul 24, 2012",38,1
"3011","#35081","beepbop","Jun 7, 2018 at 9:04 AM",0,9359158,0,"Aug 11, 2014",45,0
"3012","#35082","cyc wid it","Jun 7, 2018 at 12:24 PM",1,9359416,0,"Apr 2, 2011",NA,1
"3013","#35083","#dadcore","Jun 7, 2018 at 4:01 PM",1,9359654,1,"Apr 22, 2017",20,0
"3014","#35084","noob in 89","Jun 7, 2018 at 5:00 PM",1,9359718,0,"Dec 28, 2010",1,1
"3015","#35085","itsPronouncedSteven","Jun 7, 2018 at 8:48 PM",0,9359927,0,"Feb 8, 2018",22,0
"3016","#35086","Cotton Dockers","Jun 7, 2018 at 9:59 PM",0,9359949,0,"Nov 23, 2011",50,0
"3017","#35087","gettoasty","Jun 7, 2018 at 10:12 PM",0,9359957,0,"Feb 8, 2010",1,0
"3018","#35088","penanceroyaltea","Jun 7, 2018 at 10:40 PM",0,9359968,0,"Jan 27, 2012",1,0
"3019","#35089","zenmarket","Jun 8, 2018 at 1:09 AM",0,9360007,1,"Feb 14, 2016",NA,-1
"3020","#35090","baltimoron","Jun 8, 2018 at 4:45 AM",0,9360078,0,"Jan 14, 2012",NA,0
"3021","#35091","Cotton Dockers","Jun 8, 2018 at 5:28 AM",0,9360115,0,"Nov 23, 2011",NA,0
"3022","#35092","penanceroyaltea","Jun 8, 2018 at 5:45 AM",0,9360128,0,"Jan 27, 2012",NA,0
"3023","#35093","Cotton Dockers","Jun 8, 2018 at 7:34 AM",1,9360259,0,"Nov 23, 2011",NA,1
"3024","#35094","eglbc","Jun 8, 2018 at 1:25 PM",1,9360615,0,"Jun 24, 2009",17,1
"3025","#35095","colabear","Jun 8, 2018 at 6:48 PM",0,9360890,0,"Nov 22, 2010",7,0
"3026","#35096","NGOStudio","Jun 8, 2018 at 11:42 PM",1,9361028,0,"Apr 12, 2017",NA,1
"3027","#35097","#dadcore","Jun 10, 2018 at 7:52 AM",0,9361973,0,"Apr 22, 2017",19,0
"3028","#35098","WBaker","Jun 10, 2018 at 9:19 PM",0,9362697,0,"Jan 5, 2010",NA,0
"3029","#35099","flowcharts","Jun 10, 2018 at 10:41 PM",0,9362735,0,"May 21, 2014",1,0
"3030","#35100","colabear","Jun 11, 2018 at 10:48 AM",0,9363163,0,"Nov 22, 2010",1,0
"3031","#35101","colabear","Jun 11, 2018 at 10:51 AM",1,9363165,0,"Nov 22, 2010",11,1
"3032","#35102","ghdvfddzgzdzg","Jun 11, 2018 at 11:20 AM",1,9363185,0,"May 3, 2010",42,1
"3033","#35103","chameshi_nampa","Jun 11, 2018 at 12:04 PM",0,9363227,1,"Jan 11, 2018",12,-1
"3034","#35104","el Bert","Jun 11, 2018 at 1:53 PM",0,9363307,0,"Apr 19, 2008",NA,0
"3035","#35105","WBaker","Jun 11, 2018 at 2:15 PM",1,9363331,0,"Jan 5, 2010",NA,1
"3036","#35106","nicelynice","Jun 11, 2018 at 4:37 PM",1,9363463,0,"Jan 23, 2009",46,1
"3037","#35107","RegisDB9","Jun 11, 2018 at 6:19 PM",1,9363560,0,"Oct 15, 2010",22,1
"3038","#35108","Preemo","Jun 12, 2018 at 8:01 AM",0,9364048,0,"May 4, 2013",28,0
"3039","#35109","MGoCrimson","Jun 12, 2018 at 8:05 AM",1,9364050,1,"Aug 3, 2013",1,0
"3040","#35110","RegisDB9","Jun 12, 2018 at 9:59 AM",1,9364192,0,"Oct 15, 2010",1,1
"3041","#35111","farood","Jun 12, 2018 at 1:17 PM",0,9364430,0,"Sep 7, 2016",20,0
"3042","#35112","justridiculous","Jun 12, 2018 at 10:18 PM",1,9364906,1,"Jan 16, 2015",NA,0
"3043","#35113","msg","Jun 12, 2018 at 10:41 PM",0,9364919,0,"Apr 4, 2010",NA,0
"3044","#35114","MGoCrimson","Jun 12, 2018 at 11:51 PM",1,9364951,1,"Aug 3, 2013",NA,0
"3045","#35115","Coldsnap","Jun 13, 2018 at 5:33 AM",0,9365098,0,"Oct 12, 2008",NA,0
"3046","#35116","Veit Lehmann","Jun 13, 2018 at 8:39 AM",0,9365336,0,"May 2, 2018",5,0
"3047","#35117","ethanm","Jun 13, 2018 at 9:56 AM",1,9365435,0,"Oct 22, 2011",1,1
"3048","#35118","colabear","Jun 13, 2018 at 10:12 AM",1,9365473,0,"Nov 22, 2010",NA,1
"3049","#35119","Backhand","Jun 13, 2018 at 11:29 AM",0,9365570,1,"May 30, 2018",1,-1
"3050","#35120","notwithit","Jun 13, 2018 at 11:45 AM",1,9365589,0,"Mar 2, 2010",NA,1
"3051","#35121","RegisDB9","Jun 13, 2018 at 12:06 PM",0,9365605,1,"Oct 15, 2010",15,-1
"3052","#35122","farood","Jun 13, 2018 at 12:40 PM",0,9365622,1,"Sep 7, 2016",1,-1
"3053","#35123","nicelynice","Jun 13, 2018 at 3:41 PM",0,9365762,1,"Jan 23, 2009",NA,-1
"3054","#35124","0ldb0y","Jun 13, 2018 at 3:48 PM",0,9365765,0,"May 30, 2018",NA,0
"3055","#35125","ghdvfddzgzdzg","Jun 14, 2018 at 8:05 AM",1,9366463,1,"May 3, 2010",1,0
"3056","#35126","RegisDB9","Jun 14, 2018 at 9:32 AM",1,9366571,0,"Oct 15, 2010",14,1
"3057","#35127","KamoteJoe","Jun 14, 2018 at 11:56 AM",1,9366773,0,"Jul 19, 2013",57,1
"3058","#35128","KaleidoscopicK","Jun 14, 2018 at 7:48 PM",1,9367299,0,"May 3, 2015",29,1
"3059","#35129","cyc wid it","Jun 15, 2018 at 2:46 PM",1,9368251,0,"Apr 2, 2011",18,1
"3060","#35130","Gerry Nelson","Jun 15, 2018 at 8:01 PM",0,9368482,0,"Oct 16, 2011",31,0
"3061","#35131","Coldsnap","Jun 15, 2018 at 9:39 PM",1,9368523,0,"Oct 12, 2008",NA,1
"3062","#35132","farood","Jun 15, 2018 at 11:50 PM",1,9368555,0,"Sep 7, 2016",37,1
"3063","#35133","Newcomer","Jun 16, 2018 at 7:20 AM",1,9368708,0,"Mar 30, 2009",20,1
"3064","#35134","chameshi_nampa","Jun 16, 2018 at 8:50 AM",0,9368778,1,"Jan 11, 2018",10,-1
"3065","#35135","0ldb0y","Jun 16, 2018 at 1:35 PM",1,9369007,0,"May 30, 2018",NA,1
"3066","#35136","TheBlackBruceWayne","Jun 16, 2018 at 1:53 PM",1,9369025,0,"Apr 4, 2010",3,1
"3067","#35137","farood","Jun 16, 2018 at 2:44 PM",0,9369077,1,"Sep 7, 2016",21,-1
"3068","#35138","VitaTimH","Jun 17, 2018 at 11:05 AM",0,9369656,1,"Oct 25, 2010",2,-1
"3069","#35139","Spehsmonkey","Jun 17, 2018 at 2:11 PM",1,9369802,0,"Apr 21, 2014",NA,1
"3070","#35140","falgfalg","Jun 17, 2018 at 3:45 PM",1,9369872,0,"Sep 9, 2015",13,1
"3071","#35141","farood","Jun 17, 2018 at 11:24 PM",0,9370131,0,"Sep 7, 2016",18,0
"3072","#35142","Benesyed","Jun 18, 2018 at 7:18 AM",1,9370346,0,"Aug 9, 2010",NA,1
"3073","#35143","cyc wid it","Jun 18, 2018 at 8:23 AM",0,9370416,1,"Apr 2, 2011",15,-1
"3074","#35144","nsubrmnn","Jun 18, 2018 at 8:51 AM",0,9370430,0,"Jun 2, 2015",1,0
"3075","#35145","bry2000","Jun 18, 2018 at 8:53 AM",0,9370431,0,"Oct 22, 2004",NA,0
"3076","#35146","Coldsnap","Jun 18, 2018 at 9:17 AM",1,9370458,0,"Oct 12, 2008",NA,1
"3077","#35147","msg","Jun 18, 2018 at 11:02 AM",1,9370557,0,"Apr 4, 2010",15,1
"3078","#35148","MaiLam","Jun 18, 2018 at 12:21 PM",1,9370641,0,"May 20, 2015",9,1
"3079","#35149","emptym","Jun 18, 2018 at 4:16 PM",0,9370939,1,"Sep 22, 2007",19,-1
"3080","#35150","mmmargeologist","Jun 18, 2018 at 4:25 PM",0,9370950,0,"Jun 1, 2016",1,0
"3081","#35151","Parker","Jun 18, 2018 at 6:26 PM",0,9371069,0,"Jan 9, 2005",1,0
"3082","#35152","penanceroyaltea","Jun 18, 2018 at 6:38 PM",1,9371086,0,"Jan 27, 2012",2,1
"3083","#35153","RegisDB9","Jun 18, 2018 at 7:44 PM",0,9371148,0,"Oct 15, 2010",19,0
"3084","#35154","emptym","Jun 18, 2018 at 7:45 PM",0,9371150,1,"Sep 22, 2007",1,-1
"3085","#35155","RegisDB9","Jun 18, 2018 at 7:52 PM",1,9371159,1,"Oct 15, 2010",1,0
"3086","#35156","emptym","Jun 18, 2018 at 8:03 PM",1,9371172,0,"Sep 22, 2007",NA,1
"3087","#35157","colabear","Jun 18, 2018 at 8:34 PM",0,9371210,1,"Nov 22, 2010",6,-1
"3088","#35158","Coldsnap","Jun 18, 2018 at 9:02 PM",1,9371225,0,"Oct 12, 2008",1,1
"3089","#35159","vacationson","Jun 19, 2018 at 1:21 AM",1,9371317,0,"Dec 23, 2011",1,1
"3090","#35160","Tabooku","Jun 19, 2018 at 2:08 AM",0,9371329,0,"Oct 25, 2015",1,0
"3091","#35161","penanceroyaltea","Jun 19, 2018 at 5:31 AM",0,9371427,1,"Jan 27, 2012",5,-1
"3092","#35162","Tabooku","Jun 19, 2018 at 8:08 AM",0,9371602,0,"Oct 25, 2015",NA,0
"3093","#35163","noob in 89","Jun 19, 2018 at 8:31 AM",0,9371630,0,"Dec 28, 2010",2,0
"3094","#35164","RegisDB9","Jun 19, 2018 at 11:08 AM",1,9371862,0,"Oct 15, 2010",4,1
"3095","#35165","gettoasty","Jun 19, 2018 at 2:24 PM",0,9372082,0,"Feb 8, 2010",16,0
"3096","#35166","hendrix","Jun 19, 2018 at 2:36 PM",1,9372099,0,"Apr 19, 2009",1,1
"3097","#35167","Benesyed","Jun 19, 2018 at 5:58 PM",1,9372348,0,"Aug 9, 2010",6,1
"3098","#35168","RegisDB9","Jun 19, 2018 at 7:47 PM",0,9372480,0,"Oct 15, 2010",24,0
"3099","#35169","Parker","Jun 19, 2018 at 8:07 PM",0,9372494,0,"Jan 9, 2005",2,0
"3100","#35170","Spehsmonkey","Jun 19, 2018 at 8:49 PM",1,9372529,0,"Apr 21, 2014",1,1
"3101","#35171","Tabooku","Jun 19, 2018 at 10:31 PM",1,9372577,0,"Oct 25, 2015",5,1
"3102","#35172","chameshi_nampa","Jun 19, 2018 at 11:28 PM",0,9372599,0,"Jan 11, 2018",17,0
"3103","#35173","Kaplan","Jun 20, 2018 at 4:20 AM",1,9372714,0,"Sep 25, 2008",2,1
"3104","#35174","vacationson","Jun 20, 2018 at 6:50 AM",1,9372829,0,"Dec 23, 2011",7,1
"3105","#35175","Etini","Jun 20, 2018 at 8:03 AM",0,9372937,0,"Mar 20, 2018",26,0
"3106","#35176","colabear","Jun 20, 2018 at 2:50 PM",1,9373589,0,"Nov 22, 2010",28,1
"3107","#35177","kindofyoung","Jun 20, 2018 at 3:13 PM",0,9373613,0,"Jan 30, 2012",28,0
"3108","#35178","msg","Jun 20, 2018 at 4:46 PM",0,9373717,0,"Apr 4, 2010",NA,0
"3109","#35179","ShoutOutsFoMyBo","Jun 20, 2018 at 11:06 PM",0,9374079,0,"May 13, 2012",1,0
"3110","#35180","Superb0bo","Jun 21, 2018 at 12:12 AM",1,9374097,0,"Jan 3, 2007",NA,1
"3111","#35181","vacationson","Jun 21, 2018 at 2:44 AM",1,9374127,0,"Dec 23, 2011",5,1
"3112","#35182","farood","Jun 21, 2018 at 3:34 PM",1,9374797,0,"Sep 7, 2016",15,1
"3113","#35183","panthermodern","Jun 21, 2018 at 8:10 PM",0,9375195,0,"Apr 3, 2009",28,0
"3114","#35184","Thrift Vader","Jun 21, 2018 at 8:23 PM",1,9375204,0,"Sep 27, 2014",1,1
"3115","#35185","navetsea","Jun 21, 2018 at 10:33 PM",1,9375272,0,"Dec 31, 2014",5,1
"3116","#35186","vacationson","Jun 22, 2018 at 5:15 AM",0,9375398,1,"Dec 23, 2011",2,-1
"3117","#35187","mmmargeologist","Jun 22, 2018 at 7:09 AM",1,9375501,0,"Jun 1, 2016",1,1
"3118","#35188","elisiX","Jun 22, 2018 at 8:53 AM",1,9375649,1,"Sep 11, 2012",24,0
"3119","#35189","ramdomthought","Jun 22, 2018 at 6:15 PM",1,9376392,0,"May 11, 2011",9,1
"3120","#35190","KaleidoscopicK","Jun 22, 2018 at 7:27 PM",0,9376470,0,"May 3, 2015",9,0
"3121","#35191","WBaker","Jun 23, 2018 at 3:40 PM",1,9377174,0,"Jan 5, 2010",18,1
"3122","#35192","myshoeiswet","Jun 23, 2018 at 4:03 PM",1,9377196,0,"Dec 27, 2012",42,1
"3123","#35193","DapperAndy","Jun 23, 2018 at 4:22 PM",1,9377220,0,"May 1, 2018",NA,1
"3124","#35194","Thrift Vader","Jun 24, 2018 at 6:54 AM",0,9377590,1,"Sep 27, 2014",6,-1
"3125","#35195","mmmargeologist","Jun 24, 2018 at 8:00 AM",0,9377647,1,"Jun 1, 2016",3,-1
"3126","#35196","Whirling","Jun 24, 2018 at 8:40 AM",1,9377685,0,"Jun 6, 2015",NA,1
"3127","#35197","Benesyed","Jun 24, 2018 at 2:16 PM",0,9377956,1,"Aug 9, 2010",7,-1
"3128","#35198","conceptual 4est","Jun 24, 2018 at 4:26 PM",1,9378062,0,"Jul 24, 2012",4,1
"3129","#35199","Preemo","Jun 24, 2018 at 4:49 PM",1,9378081,0,"May 4, 2013",26,1
"3130","#35200","TTO","Jun 24, 2018 at 5:54 PM",1,9378131,1,"Jan 18, 2010",54,0
"3131","#35201","RegisDB9","Jun 24, 2018 at 8:30 PM",0,9378289,1,"Oct 15, 2010",8,-1
"3132","#35202","Peter1","Jun 24, 2018 at 11:58 PM",0,9378354,0,"Oct 29, 2010",1,0
"3133","#35203","Spehsmonkey","Jun 25, 2018 at 12:17 AM",0,9378360,0,"Apr 21, 2014",NA,0
"3134","#35204","TTO","Jun 25, 2018 at 1:19 AM",0,9378368,1,"Jan 18, 2010",NA,-1
"3135","#35205","Benesyed","Jun 25, 2018 at 2:59 AM",0,9378391,0,"Aug 9, 2010",NA,0
"3136","#35206","Zamb","Jun 25, 2018 at 5:52 AM",0,9378464,1,"May 9, 2013",11,-1
"3137","#35207","nahneun","Jun 25, 2018 at 6:38 AM",0,9378510,1,"Feb 25, 2009",5,-1
"3138","#35208","Zamb","Jun 25, 2018 at 6:41 AM",0,9378513,1,"May 9, 2013",1,-1
"3139","#35209","Benesyed","Jun 25, 2018 at 6:47 AM",0,9378518,1,"Aug 9, 2010",1,-1
"3140","#35210","Zamb","Jun 25, 2018 at 7:07 AM",0,9378537,1,"May 9, 2013",3,-1
"3141","#35211","nahneun","Jun 25, 2018 at 7:11 AM",0,9378545,1,"Feb 25, 2009",NA,-1
"3142","#35212","beepbop","Jun 25, 2018 at 7:16 AM",0,9378550,1,"Aug 11, 2014",6,-1
"3143","#35213","Benesyed","Jun 25, 2018 at 8:11 AM",1,9378602,0,"Aug 9, 2010",NA,1
"3144","#35214","chameshi_nampa","Jun 25, 2018 at 9:58 AM",0,9378769,1,"Jan 11, 2018",8,-1
"3145","#35215","RegisDB9","Jun 25, 2018 at 12:30 PM",0,9379000,0,"Oct 15, 2010",2,0
"3146","#35216","Benesyed","Jun 25, 2018 at 3:43 PM",0,9379187,1,"Aug 9, 2010",1,-1
"3147","#35217","RegisDB9","Jun 25, 2018 at 7:40 PM",1,9379468,0,"Oct 15, 2010",1,1
"3148","#35218","RegisDB9","Jun 25, 2018 at 8:39 PM",0,9379533,1,"Oct 15, 2010",15,-1
"3149","#35219","Parker","Jun 25, 2018 at 8:49 PM",1,9379541,0,"Jan 9, 2005",4,1
"3150","#35220","Thrift Vader","Jun 26, 2018 at 10:22 AM",0,9380039,0,"Sep 27, 2014",6,0
"3151","#35221","#dadcore","Jun 26, 2018 at 2:03 PM",1,9380257,0,"Apr 22, 2017",20,1
"3152","#35222","WBaker","Jun 26, 2018 at 2:50 PM",1,9380310,0,"Jan 5, 2010",19,1
"3153","#35223","ghdvfddzgzdzg","Jun 26, 2018 at 5:25 PM",0,9380459,0,"May 3, 2010",51,0
"3154","#35224","e0d9n0b5","Jun 26, 2018 at 8:07 PM",0,9380666,1,"May 21, 2010",1,-1
"3155","#35225","msg","Jun 26, 2018 at 9:19 PM",0,9380729,1,"Apr 4, 2010",1,-1
"3156","#35226","penanceroyaltea","Jun 27, 2018 at 5:59 AM",1,9380892,0,"Jan 27, 2012",1,1
"3157","#35227","cyc wid it","Jun 27, 2018 at 8:54 AM",1,9381091,0,"Apr 2, 2011",21,1
"3158","#35228","chameshi_nampa","Jun 27, 2018 at 9:23 AM",1,9381116,0,"Jan 11, 2018",16,1
"3159","#35229","farood","Jun 27, 2018 at 12:29 PM",0,9381326,1,"Sep 7, 2016",18,-1
"3160","#35230","0ldb0y","Jun 27, 2018 at 3:19 PM",0,9381511,1,"May 30, 2018",NA,-1
"3161","#35231","trafficjam","Jun 27, 2018 at 7:17 PM",1,9381783,0,"Oct 28, 2009",NA,1
"3162","#35232","Etini","Jun 28, 2018 at 3:05 AM",1,9381994,0,"Mar 20, 2018",11,1
"3163","#35233","#dadcore","Jun 28, 2018 at 5:24 AM",0,9382072,0,"Apr 22, 2017",24,0
"3164","#35234","msg","Jun 28, 2018 at 6:45 AM",0,9382134,1,"Apr 4, 2010",NA,-1
"3165","#35235","#dadcore","Jun 28, 2018 at 6:47 AM",0,9382138,0,"Apr 22, 2017",NA,0
"3166","#35236","Fuuma","Jun 28, 2018 at 7:57 AM",1,9382221,1,"Dec 20, 2004",2,0
"3167","#35237","Fuuma","Jun 28, 2018 at 8:04 AM",1,9382242,1,"Dec 20, 2004",7,0
"3168","#35238","Fuuma","Jun 28, 2018 at 8:09 AM",0,9382253,0,"Dec 20, 2004",9,0
"3169","#35239","Thrift Vader","Jun 28, 2018 at 8:15 AM",0,9382258,0,"Sep 27, 2014",NA,0
"3170","#35240","tgaith77","Jun 28, 2018 at 8:32 AM",0,9382293,1,"Apr 28, 2012",NA,-1
"3171","#35241","colabear","Jun 28, 2018 at 10:01 AM",0,9382437,1,"Nov 22, 2010",NA,-1
"3172","#35242","cyc wid it","Jun 28, 2018 at 10:42 AM",0,9382528,1,"Apr 2, 2011",NA,-1
"3173","#35243","RegisDB9","Jun 28, 2018 at 10:55 AM",1,9382544,0,"Oct 15, 2010",NA,1
"3174","#35244","Fuuma","Jun 28, 2018 at 11:01 AM",1,9382564,1,"Dec 20, 2004",2,0
"3175","#35245","RegisDB9","Jun 28, 2018 at 11:35 AM",0,9382618,0,"Oct 15, 2010",3,0
"3176","#35246","e0d9n0b5","Jun 28, 2018 at 11:58 AM",1,9382657,0,"May 21, 2010",NA,1
"3177","#35247","the shah","Jun 28, 2018 at 12:06 PM",0,9382669,1,"Jun 2, 2008",49,-1
"3178","#35248","michaellosauro","Jun 28, 2018 at 12:16 PM",0,9382685,1,"Feb 22, 2018",NA,-1
"3179","#35249","robinsongreen68","Jun 28, 2018 at 12:24 PM",0,9382696,1,"Sep 25, 2006",NA,-1
"3180","#35250","the shah","Jun 28, 2018 at 2:44 PM",0,9382875,0,"Jun 2, 2008",3,0
"3181","#35251","adiosditto","Jun 29, 2018 at 2:52 AM",1,9383313,0,"Jun 21, 2012",18,1
"3182","#35252","trichomatic","Jun 29, 2018 at 12:37 PM",0,9383972,0,"Jan 16, 2013",36,0
"3183","#35253","e0d9n0b5","Jun 29, 2018 at 1:05 PM",1,9384003,0,"May 21, 2010",NA,1
"3184","#35254","Darkside","Jun 29, 2018 at 1:48 PM",0,9384060,0,"Jan 14, 2014",15,0
"3185","#35255","wqvong","Jun 29, 2018 at 3:01 PM",1,9384159,0,"Apr 30, 2007",NA,1
"3186","#35256","emptym","Jun 29, 2018 at 3:32 PM",0,9384185,0,"Sep 22, 2007",10,0
"3187","#35257","Mr. Moo","Jun 29, 2018 at 3:49 PM",1,9384203,0,"Nov 25, 2008",2,1
"3188","#35258","farood","Jun 29, 2018 at 3:51 PM",0,9384206,0,"Sep 7, 2016",12,0
"3189","#35259","Thrift Vader","Jun 29, 2018 at 9:32 PM",1,9384433,0,"Sep 27, 2014",NA,1
"3190","#35260","robinsongreen68","Jun 30, 2018 at 12:50 AM",1,9384479,0,"Sep 25, 2006",17,1
"3191","#35261","#dadcore","Jun 30, 2018 at 8:03 AM",0,9384632,1,"Apr 22, 2017",11,-1
"3192","#35262","msg","Jun 30, 2018 at 8:57 PM",0,9385202,0,"Apr 4, 2010",NA,0
"3193","#35263","MrUnderwood","Jul 1, 2018 at 10:20 AM",0,9385481,0,"May 28, 2017",NA,0
"3194","#35264","robinsongreen68","Jul 1, 2018 at 10:37 AM",0,9385492,1,"Sep 25, 2006",1,-1
"3195","#35265","#dadcore","Jul 1, 2018 at 12:05 PM",0,9385559,0,"Apr 22, 2017",1,0
"3196","#35266","KamoteJoe","Jul 1, 2018 at 1:11 PM",1,9385618,0,"Jul 19, 2013",51,1
"3197","#35267","WBaker","Jul 1, 2018 at 3:31 PM",1,9385711,0,"Jan 5, 2010",18,1
"3198","#35268","CrowShit","Jul 2, 2018 at 12:11 PM",1,9386423,0,"Sep 29, 2015",18,1
"3199","#35269","Citaro","Jul 2, 2018 at 12:23 PM",1,9386436,0,"Mar 14, 2017",20,1
"3200","#35270","colabear","Jul 2, 2018 at 5:52 PM",0,9386799,1,"Nov 22, 2010",15,-1
"3201","#35271","e0d9n0b5","Jul 2, 2018 at 6:33 PM",1,9386843,0,"May 21, 2010",8,1
"3202","#35272","happyriverz","Jul 3, 2018 at 3:00 PM",1,9387603,0,"Jan 19, 2016",31,1
"3203","#35273","MarkWinter","Jul 4, 2018 at 1:40 AM",1,9387938,0,"Feb 23, 2017",1,1
"3204","#35274","farood","Jul 4, 2018 at 1:01 PM",1,9388444,0,"Sep 7, 2016",14,1
"3205","#35275","chameshi_nampa","Jul 4, 2018 at 2:10 PM",1,9388495,0,"Jan 11, 2018",10,1
"3206","#35276","WBaker","Jul 4, 2018 at 2:47 PM",1,9388544,0,"Jan 5, 2010",22,1
"3207","#35277","Spehsmonkey","Jul 4, 2018 at 3:27 PM",0,9388585,1,"Apr 21, 2014",36,-1
"3208","#35278","RegisDB9","Jul 4, 2018 at 4:47 PM",1,9388662,0,"Oct 15, 2010",1,1
"3209","#35279","WBaker","Jul 4, 2018 at 7:35 PM",1,9388795,0,"Jan 5, 2010",22,1
"3210","#35280","SplurgeFrugal","Jul 4, 2018 at 8:22 PM",0,9388834,0,"Feb 12, 2018",3,0
"3211","#35281","adiosditto","Jul 5, 2018 at 4:11 AM",0,9389045,1,"Jun 21, 2012",21,-1
"3212","#35282","nsubrmnn","Jul 5, 2018 at 5:31 AM",0,9389091,0,"Jun 2, 2015",NA,0
"3213","#35283","WBaker","Jul 5, 2018 at 8:32 AM",0,9389281,0,"Jan 5, 2010",NA,0
"3214","#35284","RegisDB9","Jul 5, 2018 at 9:56 AM",0,9389364,1,"Oct 15, 2010",4,-1
"3215","#35285","Parker","Jul 5, 2018 at 12:53 PM",1,9389568,0,"Jan 9, 2005",1,1
"3216","#35286","WBaker","Jul 5, 2018 at 3:06 PM",0,9389743,1,"Jan 5, 2010",12,-1
"3217","#35287","nicelynice","Jul 5, 2018 at 3:49 PM",0,9389781,0,"Jan 23, 2009",1,0
"3218","#35288","flowcharts","Jul 5, 2018 at 6:25 PM",1,9389913,0,"May 21, 2014",1,1
"3219","#35289","robinsongreen68","Jul 6, 2018 at 4:09 AM",1,9390450,1,"Sep 25, 2006",21,0
"3220","#35290","Peter1","Jul 6, 2018 at 4:56 AM",1,9390582,0,"Oct 29, 2010",NA,1
"3221","#35291","farood","Jul 6, 2018 at 6:22 AM",1,9390650,0,"Sep 7, 2016",25,1
"3222","#35292","#dadcore","Jul 6, 2018 at 7:32 AM",1,9390712,0,"Apr 22, 2017",27,1
"3223","#35293","WBaker","Jul 6, 2018 at 10:53 AM",0,9390961,1,"Jan 5, 2010",8,-1
"3224","#35294","Callusing","Jul 6, 2018 at 11:12 AM",1,9390975,0,"Dec 27, 2013",NA,1
"3225","#35295","RegisDB9","Jul 6, 2018 at 7:47 PM",0,9391553,0,"Oct 15, 2010",12,0
"3226","#35296","mediaracion","Jul 7, 2018 at 3:05 AM",1,9391738,1,"Jul 7, 2018",2,0
"3227","#35297","WBaker","Jul 7, 2018 at 11:15 AM",1,9392051,0,"Jan 5, 2010",14,1
"3228","#35298","Horses","Jul 7, 2018 at 11:26 AM",0,9392056,0,"Aug 7, 2016",1,0
"3229","#35299","ChetB","Jul 7, 2018 at 12:06 PM",0,9392076,0,"Jun 5, 2011",7,0
"3230","#35300","gettoasty","Jul 7, 2018 at 12:08 PM",0,9392078,1,"Feb 8, 2010",1,-1
"3231","#35301","Horses","Jul 8, 2018 at 8:27 AM",0,9392617,0,"Aug 7, 2016",NA,0
"3232","#35302","robinsongreen68","Jul 8, 2018 at 8:44 AM",0,9392634,1,"Sep 25, 2006",2,-1
"3233","#35303","patagonianwild","Jul 8, 2018 at 9:19 AM",0,9392656,1,"Nov 23, 2013",2,-1
"3234","#35304","Chaconne","Jul 8, 2018 at 11:46 AM",1,9392784,0,"Jan 10, 2015",NA,1
"3235","#35305","Horses","Jul 8, 2018 at 3:37 PM",1,9392959,0,"Aug 7, 2016",NA,1
"3236","#35306","Spehsmonkey","Jul 8, 2018 at 4:48 PM",1,9393034,0,"Apr 21, 2014",41,1
"3237","#35307","RegisDB9","Jul 8, 2018 at 7:38 PM",0,9393168,1,"Oct 15, 2010",43,-1
"3238","#35308","penanceroyaltea","Jul 8, 2018 at 8:50 PM",0,9393243,0,"Jan 27, 2012",2,0
